tag,zeit,verbrauch_haushalt,produktion_solar,panels_online,eigenverbrauch,einspeisung,netzbezug
2025-04-21,06:00,1.66,0.0,16,0.0,0.0,1.66
2025-04-21,07:00,1.62,0.75,16,0.75,0.0,0.8700000000000001
2025-04-21,08:00,1.98,0.61,16,0.61,0.0,1.37
2025-04-21,09:00,0.36,3.49,16,0.36,3.1300000000000003,0.0
2025-04-21,10:00,0.61,2.63,16,0.61,2.02,0.0
2025-04-21,11:00,0.19,3.03,16,0.19,2.84,0.0
2025-04-21,12:00,0.39,3.28,16,0.39,2.8899999999999997,0.0
2025-04-21,13:00,0.71,3.36,16,0.71,2.65,0.0
2025-04-21,14:00,0.43,5.46,16,0.43,5.03,0.0
2025-04-21,15:00,0.26,5.05,16,0.26,4.79,0.0
2025-04-21,16:00,0.37,4.38,16,0.37,4.01,0.0
2025-04-21,17:00,1.74,3.49,16,1.74,1.7500000000000002,0.0
2025-04-21,18:00,2.38,2.43,16,2.38,0.050000000000000266,0.0
2025-04-21,19:00,1.08,1.25,16,1.08,0.16999999999999993,0.0
2025-04-21,20:00,2.28,0.0,16,0.0,0.0,2.28
2025-04-21,21:00,2.46,0.0,16,0.0,0.0,2.46
2025-04-21,22:00,0.51,0.0,16,0.0,0.0,0.51
2025-04-21,23:00,0.63,0.0,16,0.0,0.0,0.63
2025-04-22,00:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-22,01:00,0.18,0.0,16,0.0,0.0,0.18
2025-04-22,02:00,0.18,0.0,16,0.0,0.0,0.18
2025-04-22,03:00,0.14,0.0,16,0.0,0.0,0.14
2025-04-22,04:00,0.24,0.0,16,0.0,0.0,0.24
2025-04-22,05:00,0.29,0.0,16,0.0,0.0,0.29
2025-04-22,06:00,1.38,0.0,16,0.0,0.0,1.38
2025-04-22,07:00,1.7,0.75,16,0.75,0.0,0.95
2025-04-22,08:00,1.44,0.61,16,0.61,0.0,0.83
2025-04-22,09:00,0.64,1.83,14,0.64,1.19,0.0
2025-04-22,10:00,0.34,0.44,16,0.34,0.09999999999999998,0.0
2025-04-22,11:00,0.35,1.26,16,0.35,0.91,0.0
2025-04-22,12:00,0.81,1.36,16,0.81,0.55,0.0
2025-04-22,13:00,0.49,1.4,16,0.49,0.9099999999999999,0.0
2025-04-22,14:00,0.15,1.36,16,0.15,1.2100000000000002,0.0
2025-04-22,15:00,0.16,3.03,16,0.16,2.8699999999999997,0.0
2025-04-22,16:00,0.79,2.63,16,0.79,1.8399999999999999,0.0
2025-04-22,17:00,2.67,2.09,16,2.09,0.0,0.5800000000000001
2025-04-22,18:00,2.27,2.43,16,2.27,0.16000000000000014,0.0
2025-04-22,19:00,1.87,1.25,16,1.25,0.0,0.6200000000000001
2025-04-22,20:00,2.16,0.0,16,0.0,0.0,2.16
2025-04-22,21:00,2.37,0.0,16,0.0,0.0,2.37
2025-04-22,22:00,0.75,0.0,16,0.0,0.0,0.75
2025-04-22,23:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-23,00:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-23,01:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-23,02:00,0.17,0.0,16,0.0,0.0,0.17
2025-04-23,03:00,0.18,0.0,16,0.0,0.0,0.18
2025-04-23,04:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-23,05:00,0.12,0.0,16,0.0,0.0,0.12
2025-04-23,06:00,1.26,0.0,16,0.0,0.0,1.26
2025-04-23,07:00,1.34,0.75,16,0.75,0.0,0.5900000000000001
2025-04-23,08:00,1.1,2.43,16,1.1,1.33,0.0
2025-04-23,09:00,0.68,2.09,16,0.68,1.4099999999999997,0.0
2025-04-23,10:00,0.62,4.38,16,0.62,3.76,0.0
2025-04-23,11:00,0.51,5.05,16,0.51,4.54,0.0
2025-04-23,12:00,0.51,3.28,16,0.51,2.7699999999999996,0.0
2025-04-23,13:00,0.66,3.36,16,0.66,2.6999999999999997,0.0
2025-04-23,14:00,0.3,5.46,16,0.3,5.16,0.0
2025-04-23,15:00,0.73,5.05,16,0.73,4.32,0.0
2025-04-23,16:00,0.21,4.38,16,0.21,4.17,0.0
2025-04-23,17:00,1.8,2.09,16,1.8,0.2899999999999998,0.0
2025-04-23,18:00,1.68,2.43,16,1.68,0.7500000000000002,0.0
2025-04-23,19:00,2.66,1.25,16,1.25,0.0,1.4100000000000001
2025-04-23,20:00,2.07,0.0,16,0.0,0.0,2.07
2025-04-23,21:00,1.7,0.0,16,0.0,0.0,1.7
2025-04-23,22:00,0.75,0.0,16,0.0,0.0,0.75
2025-04-23,23:00,0.59,0.0,16,0.0,0.0,0.59
2025-04-24,00:00,0.15,0.0,16,0.0,0.0,0.15
2025-04-24,01:00,0.26,0.0,13,0.0,0.0,0.26
2025-04-24,02:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-24,03:00,0.08,0.0,16,0.0,0.0,0.08
2025-04-24,04:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-24,05:00,0.1,0.0,16,0.0,0.0,0.1
2025-04-24,06:00,2.04,0.0,16,0.0,0.0,2.04
2025-04-24,07:00,1.38,0.31,16,0.31,0.0,1.0699999999999998
2025-04-24,08:00,1.63,2.43,16,1.63,0.8000000000000003,0.0
2025-04-24,09:00,0.24,3.49,16,0.24,3.25,0.0
2025-04-24,10:00,0.54,1.09,16,0.54,0.55,0.0
2025-04-24,11:00,0.21,3.03,16,0.21,2.82,0.0
2025-04-24,12:00,0.68,5.46,16,0.68,4.78,0.0
2025-04-24,13:00,0.61,5.6,16,0.61,4.989999999999999,0.0
2025-04-24,14:00,0.61,5.46,16,0.61,4.85,0.0
2025-04-24,15:00,0.32,0.44,14,0.32,0.12,0.0
2025-04-24,16:00,0.67,2.63,16,0.67,1.96,0.0
2025-04-24,17:00,2.68,2.09,16,2.09,0.0,0.5900000000000003
2025-04-24,18:00,2.13,2.43,16,2.13,0.30000000000000027,0.0
2025-04-24,19:00,1.85,0.75,16,0.75,0.0,1.1
2025-04-24,20:00,2.47,0.0,16,0.0,0.0,2.47
2025-04-24,21:00,1.83,0.0,16,0.0,0.0,1.83
2025-04-24,22:00,0.56,0.0,16,0.0,0.0,0.56
2025-04-24,23:00,0.83,0.0,16,0.0,0.0,0.83
2025-04-25,00:00,0.23,0.0,16,0.0,0.0,0.23
2025-04-25,01:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-25,02:00,0.18,0.0,16,0.0,0.0,0.18
2025-04-25,03:00,0.14,0.0,16,0.0,0.0,0.14
2025-04-25,04:00,0.28,0.0,16,0.0,0.0,0.28
2025-04-25,05:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-25,06:00,0.61,0.0,16,0.0,0.0,0.61
2025-04-25,07:00,1.23,1.25,16,1.23,0.020000000000000018,0.0
2025-04-25,08:00,1.4,1.46,16,1.4,0.06000000000000005,0.0
2025-04-25,09:00,0.42,3.49,16,0.42,3.0700000000000003,0.0
2025-04-25,10:00,0.53,2.63,16,0.53,2.0999999999999996,0.0
2025-04-25,11:00,0.37,1.26,16,0.37,0.89,0.0
2025-04-25,12:00,0.18,5.46,16,0.18,5.28,0.0
2025-04-25,13:00,0.39,3.36,16,0.39,2.9699999999999998,0.0
2025-04-25,14:00,0.35,0.55,16,0.35,0.20000000000000007,0.0
2025-04-25,15:00,0.6,1.26,16,0.6,0.66,0.0
2025-04-25,16:00,0.49,2.63,16,0.49,2.1399999999999997,0.0
2025-04-25,17:00,1.89,0.87,16,0.87,0.0,1.02
2025-04-25,18:00,2.17,1.46,16,1.46,0.0,0.71
2025-04-25,19:00,1.97,0.75,16,0.75,0.0,1.22
2025-04-25,20:00,2.93,0.0,16,0.0,0.0,2.93
2025-04-25,21:00,1.85,0.0,16,0.0,0.0,1.85
2025-04-25,22:00,0.1,0.0,16,0.0,0.0,0.1
2025-04-25,23:00,0.31,0.0,16,0.0,0.0,0.31
2025-04-26,00:00,0.17,0.0,16,0.0,0.0,0.17
2025-04-26,01:00,0.26,0.0,16,0.0,0.0,0.26
2025-04-26,02:00,0.26,0.0,16,0.0,0.0,0.26
2025-04-26,03:00,0.1,0.0,16,0.0,0.0,0.1
2025-04-26,04:00,0.23,0.0,16,0.0,0.0,0.23
2025-04-26,05:00,0.23,0.0,16,0.0,0.0,0.23
2025-04-26,06:00,1.71,0.0,16,0.0,0.0,1.71
2025-04-26,07:00,1.53,0.75,16,0.75,0.0,0.78
2025-04-26,08:00,1.63,1.46,16,1.46,0.0,0.16999999999999993
2025-04-26,09:00,0.05,3.49,16,0.05,3.4400000000000004,0.0
2025-04-26,10:00,0.67,1.09,16,0.67,0.42000000000000004,0.0
2025-04-26,11:00,0.61,3.03,16,0.61,2.42,0.0
2025-04-26,12:00,0.4,3.28,16,0.4,2.88,0.0
2025-04-26,13:00,0.27,5.6,16,0.27,5.33,0.0
2025-04-26,14:00,0.67,1.36,16,0.67,0.6900000000000001,0.0
2025-04-26,15:00,0.49,3.03,16,0.49,2.54,0.0
2025-04-26,16:00,0.81,1.09,16,0.81,0.28,0.0
2025-04-26,17:00,1.74,3.49,16,1.74,1.7500000000000002,0.0
2025-04-26,18:00,2.39,2.43,16,2.39,0.040000000000000036,0.0
2025-04-26,19:00,2.84,0.31,16,0.31,0.0,2.53
2025-04-26,20:00,1.8,0.0,16,0.0,0.0,1.8
2025-04-26,21:00,1.68,0.0,16,0.0,0.0,1.68
2025-04-26,22:00,0.5,0.0,16,0.0,0.0,0.5
2025-04-26,23:00,0.62,0.0,16,0.0,0.0,0.62
2025-04-27,00:00,0.14,0.0,16,0.0,0.0,0.14
2025-04-27,01:00,0.19,0.0,16,0.0,0.0,0.19
2025-04-27,02:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-27,03:00,0.22,0.0,16,0.0,0.0,0.22
2025-04-27,04:00,0.21,0.0,16,0.0,0.0,0.21
2025-04-27,05:00,0.27,0.0,16,0.0,0.0,0.27
2025-04-27,06:00,1.39,0.0,16,0.0,0.0,1.39
2025-04-27,07:00,1.5,0.75,16,0.75,0.0,0.75
2025-04-27,08:00,2.02,2.43,16,2.02,0.41000000000000014,0.0
2025-04-27,09:00,0.67,3.49,16,0.67,2.8200000000000003,0.0
2025-04-27,10:00,0.68,1.09,16,0.68,0.41000000000000003,0.0
2025-04-27,11:00,0.74,5.05,16,0.74,4.31,0.0
2025-04-27,12:00,0.38,1.36,16,0.38,0.9800000000000001,0.0
2025-04-27,13:00,0.41,5.6,16,0.41,5.1899999999999995,0.0
2025-04-27,14:00,0.58,3.28,16,0.58,2.6999999999999997,0.0
2025-04-27,15:00,0.76,5.05,16,0.76,4.29,0.0
2025-04-27,16:00,0.58,4.38,16,0.58,3.8,0.0
2025-04-27,17:00,1.98,2.09,16,1.98,0.10999999999999988,0.0
2025-04-27,18:00,1.08,1.46,16,1.08,0.3799999999999999,0.0
2025-04-27,19:00,2.26,1.25,16,1.25,0.0,1.0099999999999998
2025-04-27,20:00,1.76,0.0,16,0.0,0.0,1.76
2025-04-27,21:00,2.27,0.0,16,0.0,0.0,2.27
2025-04-27,22:00,0.51,0.0,16,0.0,0.0,0.51
2025-04-27,23:00,0.89,0.0,16,0.0,0.0,0.89
2025-04-28,00:00,0.11,0.0,16,0.0,0.0,0.11
2025-04-28,01:00,0.26,0.0,16,0.0,0.0,0.26
2025-04-28,02:00,0.18,0.0,16,0.0,0.0,0.18
2025-04-28,03:00,0.21,0.0,16,0.0,0.0,0.21
2025-04-28,04:00,0.15,0.0,16,0.0,0.0,0.15
2025-04-28,05:00,0.13,0.0,16,0.0,0.0,0.13
2025-04-28,06:00,1.79,0.0,16,0.0,0.0,1.79
2025-04-28,07:00,1.57,0.31,16,0.31,0.0,1.26
2025-04-28,08:00,1.48,2.43,16,1.48,0.9500000000000002,0.0
2025-04-28,09:00,0.18,3.49,16,0.18,3.31,0.0
2025-04-28,10:00,0.29,4.38,16,0.29,4.09,0.0
2025-04-28,11:00,0.16,1.26,16,0.16,1.1,0.0
2025-04-28,12:00,0.4,3.28,16,0.4,2.88,0.0
2025-04-28,13:00,0.56,3.36,16,0.56,2.8,0.0
2025-04-28,14:00,0.47,5.46,16,0.47,4.99,0.0
2025-04-28,15:00,0.69,3.03,16,0.69,2.34,0.0
2025-04-28,16:00,0.62,4.38,16,0.62,3.76,0.0
2025-04-28,17:00,1.9,2.09,16,1.9,0.18999999999999995,0.0
2025-04-28,18:00,1.89,1.46,16,1.46,0.0,0.42999999999999994
2025-04-28,19:00,2.05,1.25,16,1.25,0.0,0.7999999999999998
2025-04-28,20:00,2.05,0.0,16,0.0,0.0,2.05
2025-04-28,21:00,2.41,0.0,16,0.0,0.0,2.41
2025-04-28,22:00,0.71,0.0,16,0.0,0.0,0.71
2025-04-28,23:00,0.81,0.0,16,0.0,0.0,0.81
2025-04-29,00:00,0.13,0.0,13,0.0,0.0,0.13
2025-04-29,01:00,0.24,0.0,16,0.0,0.0,0.24
2025-04-29,02:00,0.16,0.0,16,0.0,0.0,0.16
2025-04-29,03:00,0.21,0.0,16,0.0,0.0,0.21
2025-04-29,04:00,0.33,0.0,16,0.0,0.0,0.33
2025-04-29,05:00,0.17,0.0,16,0.0,0.0,0.17
2025-04-29,06:00,1.58,0.0,16,0.0,0.0,1.58
2025-04-29,07:00,1.15,0.75,16,0.75,0.0,0.3999999999999999
2025-04-29,08:00,1.53,2.43,16,1.53,0.9000000000000001,0.0
2025-04-29,09:00,0.66,2.09,16,0.66,1.4299999999999997,0.0
2025-04-29,10:00,0.35,0.44,16,0.35,0.09000000000000002,0.0
2025-04-29,11:00,0.22,3.03,16,0.22,2.8099999999999996,0.0
2025-04-29,12:00,0.27,5.46,16,0.27,5.1899999999999995,0.0
2025-04-29,13:00,0.6,3.36,16,0.6,2.76,0.0
2025-04-29,14:00,0.55,1.36,16,0.55,0.81,0.0
2025-04-29,15:00,0.85,1.26,16,0.85,0.41000000000000003,0.0
2025-04-29,16:00,0.33,2.63,16,0.33,2.3,0.0
2025-04-29,17:00,1.64,3.49,16,1.64,1.8500000000000003,0.0
2025-04-29,18:00,2.07,2.43,16,2.07,0.3600000000000003,0.0
2025-04-29,19:00,1.45,0.75,16,0.75,0.0,0.7
2025-04-29,20:00,1.9,0.0,16,0.0,0.0,1.9
2025-04-29,21:00,2.34,0.0,16,0.0,0.0,2.34
2025-04-29,22:00,0.39,0.0,16,0.0,0.0,0.39
2025-04-29,23:00,0.43,0.0,16,0.0,0.0,0.43
2025-04-30,00:00,0.25,0.0,16,0.0,0.0,0.25
2025-04-30,01:00,0.19,0.0,16,0.0,0.0,0.19
2025-04-30,02:00,0.2,0.0,16,0.0,0.0,0.2
2025-04-30,03:00,0.15,0.0,16,0.0,0.0,0.15
2025-04-30,04:00,0.23,0.0,16,0.0,0.0,0.23
2025-04-30,05:00,0.24,0.0,16,0.0,0.0,0.24
2025-04-30,06:00,1.81,0.0,16,0.0,0.0,1.81
2025-04-30,07:00,1.58,1.25,16,1.25,0.0,0.33000000000000007
2025-04-30,08:00,1.42,2.43,16,1.42,1.0100000000000002,0.0
2025-04-30,09:00,0.24,3.49,16,0.24,3.25,0.0
2025-04-30,10:00,0.44,2.63,16,0.44,2.19,0.0
2025-04-30,11:00,0.72,2.84,15,0.72,2.12,0.0
2025-04-30,12:00,0.44,0.55,16,0.44,0.11000000000000004,0.0
2025-04-30,13:00,0.56,5.6,16,0.56,5.039999999999999,0.0
2025-04-30,14:00,0.58,1.36,16,0.58,0.7800000000000001,0.0
2025-04-30,15:00,0.24,5.05,16,0.24,4.81,0.0
2025-04-30,16:00,1.07,2.63,16,1.07,1.5599999999999998,0.0
2025-04-30,17:00,1.91,2.09,16,1.91,0.17999999999999994,0.0
2025-04-30,18:00,1.8,2.43,16,1.8,0.6300000000000001,0.0
2025-04-30,19:00,1.92,0.75,16,0.75,0.0,1.17
2025-04-30,20:00,1.98,0.0,16,0.0,0.0,1.98
2025-04-30,21:00,1.5,0.0,16,0.0,0.0,1.5
2025-04-30,22:00,0.69,0.0,16,0.0,0.0,0.69
2025-04-30,23:00,0.6,0.0,16,0.0,0.0,0.6
2025-05-01,00:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-01,01:00,0.21,0.0,16,0.0,0.0,0.21
2025-05-01,02:00,0.17,0.0,16,0.0,0.0,0.17
2025-05-01,03:00,0.31,0.0,16,0.0,0.0,0.31
2025-05-01,04:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-01,05:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-01,06:00,1.62,0.0,16,0.0,0.0,1.62
2025-05-01,07:00,1.51,0.12,16,0.12,0.0,1.3900000000000001
2025-05-01,08:00,1.57,2.43,16,1.57,0.8600000000000001,0.0
2025-05-01,09:00,0.27,0.35,16,0.27,0.07999999999999996,0.0
2025-05-01,10:00,0.8,2.63,16,0.8,1.8299999999999998,0.0
2025-05-01,11:00,0.41,3.03,16,0.41,2.6199999999999997,0.0
2025-05-01,12:00,0.6,3.28,16,0.6,2.6799999999999997,0.0
2025-05-01,13:00,0.97,5.6,16,0.97,4.63,0.0
2025-05-01,14:00,0.54,3.28,16,0.54,2.7399999999999998,0.0
2025-05-01,15:00,0.39,1.26,16,0.39,0.87,0.0
2025-05-01,16:00,0.68,4.38,16,0.68,3.6999999999999997,0.0
2025-05-01,17:00,2.26,2.09,16,2.09,0.0,0.16999999999999993
2025-05-01,18:00,2.11,2.43,16,2.11,0.3200000000000003,0.0
2025-05-01,19:00,1.19,0.75,16,0.75,0.0,0.43999999999999995
2025-05-01,20:00,2.31,0.0,16,0.0,0.0,2.31
2025-05-01,21:00,2.2,0.0,16,0.0,0.0,2.2
2025-05-01,22:00,0.85,0.0,16,0.0,0.0,0.85
2025-05-01,23:00,0.47,0.0,16,0.0,0.0,0.47
2025-05-02,00:00,0.24,0.0,16,0.0,0.0,0.24
2025-05-02,01:00,0.2,0.0,16,0.0,0.0,0.2
2025-05-02,02:00,0.22,0.0,16,0.0,0.0,0.22
2025-05-02,03:00,0.34,0.0,16,0.0,0.0,0.34
2025-05-02,04:00,0.25,0.0,16,0.0,0.0,0.25
2025-05-02,05:00,0.16,0.0,16,0.0,0.0,0.16
2025-05-02,06:00,1.58,0.0,16,0.0,0.0,1.58
2025-05-02,07:00,1.98,0.31,16,0.31,0.0,1.67
2025-05-02,08:00,1.6,1.46,16,1.46,0.0,0.14000000000000012
2025-05-02,09:00,0.72,3.49,16,0.72,2.7700000000000005,0.0
2025-05-02,10:00,0.5,1.09,16,0.5,0.5900000000000001,0.0
2025-05-02,11:00,0.39,5.05,16,0.39,4.66,0.0
2025-05-02,12:00,0.51,1.36,16,0.51,0.8500000000000001,0.0
2025-05-02,13:00,0.5,5.6,16,0.5,5.1,0.0
2025-05-02,14:00,0.53,3.28,16,0.53,2.75,0.0
2025-05-02,15:00,0.76,3.03,16,0.76,2.2699999999999996,0.0
2025-05-02,16:00,0.62,2.63,16,0.62,2.01,0.0
2025-05-02,17:00,1.76,3.49,16,1.76,1.7300000000000002,0.0
2025-05-02,18:00,2.88,0.61,16,0.61,0.0,2.27
2025-05-02,19:00,1.92,0.31,16,0.31,0.0,1.6099999999999999
2025-05-02,20:00,2.21,0.0,16,0.0,0.0,2.21
2025-05-02,21:00,1.64,0.0,16,0.0,0.0,1.64
2025-05-02,22:00,0.48,0.0,16,0.0,0.0,0.48
2025-05-02,23:00,0.8,0.0,16,0.0,0.0,0.8
2025-05-03,00:00,0.18,0.0,16,0.0,0.0,0.18
2025-05-03,01:00,0.15,0.0,16,0.0,0.0,0.15
2025-05-03,02:00,0.22,0.0,16,0.0,0.0,0.22
2025-05-03,03:00,0.23,0.0,16,0.0,0.0,0.23
2025-05-03,04:00,0.2,0.0,16,0.0,0.0,0.2
2025-05-03,05:00,0.29,0.0,13,0.0,0.0,0.29
2025-05-03,06:00,1.57,0.0,16,0.0,0.0,1.57
2025-05-03,07:00,1.2,0.75,16,0.75,0.0,0.44999999999999996
2025-05-03,08:00,1.74,1.46,16,1.46,0.0,0.28
2025-05-03,09:00,0.28,2.09,16,0.28,1.8099999999999998,0.0
2025-05-03,10:00,0.72,2.47,15,0.72,1.7500000000000002,0.0
2025-05-03,11:00,0.57,3.03,16,0.57,2.46,0.0
2025-05-03,12:00,0.23,1.28,15,0.23,1.05,0.0
2025-05-03,13:00,0.37,5.6,16,0.37,5.2299999999999995,0.0
2025-05-03,14:00,0.61,5.46,16,0.61,4.85,0.0
2025-05-03,15:00,0.58,5.05,16,0.58,4.47,0.0
2025-05-03,16:00,0.52,4.38,16,0.52,3.86,0.0
2025-05-03,17:00,2.17,3.49,16,2.17,1.3200000000000003,0.0
2025-05-03,18:00,2.27,2.43,16,2.27,0.16000000000000014,0.0
2025-05-03,19:00,2.62,1.25,16,1.25,0.0,1.37
2025-05-03,20:00,2.04,0.0,16,0.0,0.0,2.04
2025-05-03,21:00,2.31,0.0,16,0.0,0.0,2.31
2025-05-03,22:00,0.89,0.0,12,0.0,0.0,0.89
2025-05-03,23:00,0.68,0.0,16,0.0,0.0,0.68
2025-05-04,00:00,0.15,0.0,16,0.0,0.0,0.15
2025-05-04,01:00,0.29,0.0,16,0.0,0.0,0.29
2025-05-04,02:00,0.17,0.0,16,0.0,0.0,0.17
2025-05-04,03:00,0.24,0.0,16,0.0,0.0,0.24
2025-05-04,04:00,0.13,0.0,16,0.0,0.0,0.13
2025-05-04,05:00,0.12,0.0,16,0.0,0.0,0.12
2025-05-04,06:00,1.54,0.0,16,0.0,0.0,1.54
2025-05-04,07:00,0.96,1.25,16,0.96,0.29000000000000004,0.0
2025-05-04,08:00,0.84,0.61,16,0.61,0.0,0.22999999999999998
2025-05-04,09:00,0.76,3.49,16,0.76,2.7300000000000004,0.0
2025-05-04,10:00,0.19,1.09,16,0.19,0.9000000000000001,0.0
2025-05-04,11:00,0.21,5.05,16,0.21,4.84,0.0
2025-05-04,12:00,0.47,5.46,16,0.47,4.99,0.0
2025-05-04,13:00,0.39,0.56,16,0.39,0.17000000000000004,0.0
2025-05-04,14:00,0.43,3.28,16,0.43,2.8499999999999996,0.0
2025-05-04,15:00,0.35,5.05,16,0.35,4.7,0.0
2025-05-04,16:00,0.24,4.38,16,0.24,4.14,0.0
2025-05-04,17:00,1.71,2.09,16,1.71,0.3799999999999999,0.0
2025-05-04,18:00,1.83,2.43,16,1.83,0.6000000000000001,0.0
2025-05-04,19:00,1.88,0.75,16,0.75,0.0,1.13
2025-05-04,20:00,1.43,0.0,16,0.0,0.0,1.43
2025-05-04,21:00,1.89,0.0,16,0.0,0.0,1.89
2025-05-04,22:00,0.35,0.0,16,0.0,0.0,0.35
2025-05-04,23:00,0.69,0.0,16,0.0,0.0,0.69
2025-05-05,00:00,0.12,0.0,16,0.0,0.0,0.12
2025-05-05,01:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-05,02:00,0.15,0.0,16,0.0,0.0,0.15
2025-05-05,03:00,0.15,0.0,16,0.0,0.0,0.15
2025-05-05,04:00,0.2,0.0,16,0.0,0.0,0.2
2025-05-05,05:00,0.23,0.0,16,0.0,0.0,0.23
2025-05-05,06:00,2.35,0.0,16,0.0,0.0,2.35
2025-05-05,07:00,1.6,1.25,16,1.25,0.0,0.3500000000000001
2025-05-05,08:00,0.82,2.43,16,0.82,1.6100000000000003,0.0
2025-05-05,09:00,0.77,2.09,16,0.77,1.3199999999999998,0.0
2025-05-05,10:00,0.44,4.38,16,0.44,3.94,0.0
2025-05-05,11:00,0.54,3.03,16,0.54,2.4899999999999998,0.0
2025-05-05,12:00,0.45,1.36,16,0.45,0.9100000000000001,0.0
2025-05-05,13:00,0.54,3.36,16,0.54,2.82,0.0
2025-05-05,14:00,0.58,3.28,16,0.58,2.6999999999999997,0.0
2025-05-05,15:00,0.35,3.03,16,0.35,2.6799999999999997,0.0
2025-05-05,16:00,0.52,4.38,16,0.52,3.86,0.0
2025-05-05,17:00,2.16,2.09,16,2.09,0.0,0.07000000000000028
2025-05-05,18:00,2.23,2.43,16,2.23,0.20000000000000018,0.0
2025-05-05,19:00,2.46,0.75,16,0.75,0.0,1.71
2025-05-05,20:00,2.58,0.0,16,0.0,0.0,2.58
2025-05-05,21:00,2.02,0.0,16,0.0,0.0,2.02
2025-05-05,22:00,0.56,0.0,16,0.0,0.0,0.56
2025-05-05,23:00,0.45,0.0,16,0.0,0.0,0.45
2025-05-06,00:00,0.17,0.0,16,0.0,0.0,0.17
2025-05-06,01:00,0.22,0.0,16,0.0,0.0,0.22
2025-05-06,02:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-06,03:00,0.19,0.0,16,0.0,0.0,0.19
2025-05-06,04:00,0.17,0.0,16,0.0,0.0,0.17
2025-05-06,05:00,0.08,0.0,16,0.0,0.0,0.08
2025-05-06,06:00,1.66,0.0,16,0.0,0.0,1.66
2025-05-06,07:00,0.79,1.25,16,0.79,0.45999999999999996,0.0
2025-05-06,08:00,1.59,1.46,16,1.46,0.0,0.13000000000000012
2025-05-06,09:00,0.92,3.49,16,0.92,2.5700000000000003,0.0
2025-05-06,10:00,0.43,1.09,16,0.43,0.6600000000000001,0.0
2025-05-06,11:00,0.67,5.05,16,0.67,4.38,0.0
2025-05-06,12:00,0.35,5.46,16,0.35,5.11,0.0
2025-05-06,13:00,0.44,3.36,16,0.44,2.92,0.0
2025-05-06,14:00,0.69,1.36,16,0.69,0.6700000000000002,0.0
2025-05-06,15:00,0.2,3.03,16,0.2,2.8299999999999996,0.0
2025-05-06,16:00,0.22,2.63,16,0.22,2.4099999999999997,0.0
2025-05-06,17:00,2.06,3.49,16,2.06,1.4300000000000002,0.0
2025-05-06,18:00,1.32,0.24,16,0.24,0.0,1.08
2025-05-06,19:00,2.5,1.25,16,1.25,0.0,1.25
2025-05-06,20:00,1.99,0.0,16,0.0,0.0,1.99
2025-05-06,21:00,1.89,0.0,16,0.0,0.0,1.89
2025-05-06,22:00,0.83,0.0,16,0.0,0.0,0.83
2025-05-06,23:00,0.52,0.0,16,0.0,0.0,0.52
2025-05-07,00:00,0.23,0.0,16,0.0,0.0,0.23
2025-05-07,01:00,0.15,0.0,16,0.0,0.0,0.15
2025-05-07,02:00,0.11,0.0,16,0.0,0.0,0.11
2025-05-07,03:00,0.1,0.0,16,0.0,0.0,0.1
2025-05-07,04:00,0.21,0.0,16,0.0,0.0,0.21
2025-05-07,05:00,0.14,0.0,16,0.0,0.0,0.14
2025-05-07,06:00,1.12,0.0,16,0.0,0.0,1.12
2025-05-07,07:00,1.22,0.31,16,0.31,0.0,0.9099999999999999
2025-05-07,08:00,1.3,0.61,16,0.61,0.0,0.6900000000000001
2025-05-07,09:00,0.46,3.49,16,0.46,3.0300000000000002,0.0
2025-05-07,10:00,0.61,2.63,16,0.61,2.02,0.0
2025-05-07,11:00,0.26,2.46,13,0.26,2.2,0.0
2025-05-07,12:00,0.9,5.46,16,0.9,4.56,0.0
2025-05-07,13:00,0.53,5.6,16,0.53,5.069999999999999,0.0
2025-05-07,14:00,0.38,5.46,16,0.38,5.08,0.0
2025-05-07,15:00,0.82,0.5,16,0.5,0.0,0.31999999999999995
2025-05-07,16:00,0.17,4.38,16,0.17,4.21,0.0
2025-05-07,17:00,1.49,2.09,16,1.49,0.5999999999999999,0.0
2025-05-07,18:00,2.27,2.43,16,2.27,0.16000000000000014,0.0
2025-05-07,19:00,1.44,0.31,16,0.31,0.0,1.13
2025-05-07,20:00,2.66,0.0,16,0.0,0.0,2.66
2025-05-07,21:00,2.1,0.0,16,0.0,0.0,2.1
2025-05-07,22:00,0.87,0.0,16,0.0,0.0,0.87
2025-05-07,23:00,0.69,0.0,16,0.0,0.0,0.69
2025-05-08,00:00,0.14,0.0,16,0.0,0.0,0.14
